,sentiment values
104898,0.45833
104899,0.68056
104900,0.65278
104901,0.45833
104902,0.48611
104903,0.47222
104904,0.44444
104905,0.70833
104906,0.79167
104907,0.65278
104908,0.56944
104909,0.81944
104910,0.69444
104911,0.73611
104912,0.5
104913,0.5
104914,0.58333
104915,0.54167
104916,0.38889
104917,0.52778
104918,0.40278
104919,0.59722
104920,0.54167
104921,0.5
104922,0.48611
104923,0.5
104924,0.69444
104925,0.72222
104926,0.70833
104927,0.84722
104928,0.73611
104929,0.75
104930,0.52778
104931,0.59722
104932,0.65278
104933,0.80556
104934,0.77778
104935,0.65278
104936,0.44444
104937,0.30556
104938,0.36111
104939,0.48611
104940,0.38889
104941,0.43056
104942,0.34722
104943,0.27778
104944,0.54167
104945,0.76389
104946,0.66667
104947,0.59722
104948,0.88889
104949,0.76389
104950,0.51389
104951,0.5
104952,0.55556
104953,0.52778
104954,0.51389
104955,0.30556
104956,0.26389
104957,0.26389
104958,0.27778
104959,0.25
104960,0.51389
104961,0.31944
104962,0.31944
104963,0.19444
104964,0.34722
104965,0.47222
104966,0.5
104967,0.55556
104968,0.83333
104969,0.66667
104970,0.29167
104971,0.26389
104972,0.44444
104973,0.5
104974,0.47222
104975,0.40278
104976,0.40278
104977,0.29167
104978,0.36111
104979,0.25
104980,0.40278
104981,0.33333
104982,0.055556
104983,0.22222
104984,0.44444
104985,0.36111
104986,0.66667
104987,0.58333
104988,0.27778
104989,0.38889
104990,0.48611
104991,0.31944
104992,0.31944
104993,0.5
104994,0.29167
104995,0.20833
104996,0.13889
104997,0.36111
104998,0.375
104999,0.15278
105000,0.56944
105001,0.36111
105002,0.23611
105003,0.29167
105004,0.27778
105005,0.33333
105006,0.25
105007,0.34722
105008,0.36111
105009,0.63889
105010,0.51389
105011,0.22222
105012,0.26389
105013,0.22222
105014,0.61111
105015,0.0
105016,0.0
105017,0.61111
105018,0.72222
105019,0.69444
105020,0.56944
105021,0.375
105022,0.30556
105023,0.27778
105024,0.29167
105025,0.43056
105026,0.27778
105027,0.23611
105028,0.5
105029,0.33333
105030,0.33333
105031,0.22222
105032,0.54167
105033,0.75
105034,0.25
105035,0.27778
105036,0.44444
105037,0.23611
105038,0.47222
105039,0.31944
105040,0.19444
105041,0.20833
105042,0.20833
105043,0.44444
105044,0.25
105045,0.16667
105046,0.27778
105047,0.40278
105048,0.36111
105049,0.40278
105050,0.25
105051,0.61111
105052,0.58333
105053,0.65278
105054,0.29167
105055,0.79167
105056,0.48611
105057,0.34722
105058,0.44444
105059,0.33333
105060,0.66667
105061,0.44444
105062,0.70833
105063,0.34722
105064,0.44444
105065,0.25
105066,0.47222
105067,0.22222
105068,0.27778
105069,0.48611
105070,0.36111
105071,0.30556
105072,0.19444
105073,0.44444
105074,0.26389
105075,0.16667
105076,0.27778
105077,0.51389
105078,0.26389
105079,0.23611
105080,0.38889
105081,0.26389
105082,0.36111
105083,0.31944
105084,0.57292
105085,0.61111
105086,0.40278
105087,0.51389
105088,0.41667
105089,0.23611
105090,0.30556
105091,0.36111
105092,0.26389
105093,0.27778
105094,0.41667
105095,0.31944
105096,0.33333
105097,0.19444
105098,0.33333
105099,0.27778
105100,0.27778
105101,0.30556
105102,0.30556
105103,0.30556
105104,0.33333
105105,0.30556
105106,0.68056
105107,0.80556
105108,0.30556
105109,0.27778
105110,0.31944
105111,0.27778
105112,0.16667
105113,0.16667
105114,0.40278
105115,0.27778
105116,0.33333
105117,0.26389
105118,0.69444
105119,0.18056
105120,0.18056
105121,0.39583
105122,0.40278
105123,0.65278
105124,0.58333
105125,0.61111
105126,0.26389
105127,0.5
105128,0.69444
105129,0.61111
105130,0.30556
105131,0.54167
105132,0.47222
105133,0.58333
105134,0.26389
105135,0.30556
105136,0.26389
105137,0.43056
105138,0.38889
105139,0.33333
105140,0.47222
105141,0.38889
105142,0.44444
105143,0.33333
105144,0.22222
105145,0.36111
105146,0.26389
105147,0.44444
105148,0.16667
105149,0.41667
105150,0.19444
105151,0.33333
105152,0.30556
105153,0.33333
105154,0.69444
105155,0.29167
105156,0.5
105157,0.27778
105158,0.30556
105159,0.52778
105160,0.5
105161,0.38889
105162,0.43056
105163,0.27778
105164,0.375
105165,0.36111
105166,0.625
105167,0.33333
105168,0.33333
105169,0.36111
105170,0.5
105171,0.45833
105172,0.40278
105173,0.375
105174,0.5
105175,0.44444
105176,0.52778
105177,0.47222
105178,0.48611
105179,0.61111
105180,0.33333
105181,0.40278
105182,0.25
105183,0.19444
105184,0.22222
105185,0.19444
105186,0.43056
105187,0.33333
105188,0.33333
105189,0.25
105190,0.26389
105191,0.29167
105192,0.36111
105193,0.47222
105194,0.73611
105195,0.625
105196,0.22222
105197,0.43056
105198,0.13889
105199,0.097222
105200,0.26389
105201,0.27778
105202,0.30556
105203,0.27778
105204,0.33333
105205,0.375
105206,0.22222
105207,0.36111
105208,0.20833
105209,0.375
105210,0.41667
105211,0.26389
105212,0.44444
105213,0.31944
105214,0.26389
105215,0.41667
105216,0.375
105217,0.15278
105218,0.25
105219,0.30556
105220,0.27778
105221,0.26389
105222,0.27778
105223,0.29167
105224,0.20833
105225,0.15278
105226,0.16667
105227,0.23611
105228,0.16667
105229,0.44444
105230,0.27778
105231,0.47222
105232,0.375
105233,0.29167
105234,0.19444
105235,0.40278
105236,0.27778
105237,0.38889
105238,0.44444
105239,0.375
105240,0.23611
105241,0.27778
105242,0.30556
105243,0.16667
105244,0.22222
105245,0.25
105246,0.58333
105247,0.58333
105248,0.58333
105249,0.33333
105250,0.22222
105251,0.22222
105252,0.19444
105253,0.18056
105254,0.13889
105255,0.27778
105256,0.65278
105257,0.11111
105258,0.18056
105259,0.47222
105260,0.25
105261,0.23611
105262,0.48611
105263,0.40278
105264,0.55556
105265,0.36111
105266,0.43056
105267,0.54167
105268,0.55556
105269,0.375
105270,0.5
105271,0.44444
105272,0.27778
105273,0.23611
105274,0.65278
105275,0.44444
105276,0.55556
105277,0.63889
105278,0.83333
105279,0.68056
105280,0.36111
105281,0.125
105282,0.16667
105283,0.5
105284,0.43056
105285,0.30556
105286,0.375
105287,0.83333
105288,0.22222
105289,0.18056
105290,0.66667
105291,0.43056
105292,0.63889
105293,0.25
105294,0.27778
105295,0.26389
105296,0.27778
105297,0.19444
105298,0.055556
105299,0.30556
105300,0.27778
105301,0.34722
105302,0.51389
105303,0.29167
105304,0.25
105305,0.30556
105306,0.51389
105307,0.38889
105308,0.375
105309,0.33333
105310,0.66667
105311,0.5
105312,0.40278
105313,0.36111
105314,0.15278
105315,0.18056
105316,0.43056
105317,0.40278
105318,0.61111
105319,0.41667
105320,0.36111
105321,0.47222
105322,0.29167
105323,0.20833
105324,0.20833
105325,0.40278
105326,0.47222
105327,0.45833
105328,0.40278
105329,0.29167
105330,0.48611
105331,0.38889
105332,0.41667
105333,0.31944
105334,0.45833
105335,0.73611
105336,0.45833
105337,0.40278
105338,0.38889
105339,0.33333
105340,0.34722
105341,0.80556
105342,0.41667
105343,0.20833
105344,0.47222
105345,0.58333
105346,0.27778
105347,0.36111
105348,0.34722
105349,0.25
105350,0.20833
105351,0.38889
105352,0.5
105353,0.63889
105354,0.80556
105355,0.72222
105356,0.55556
105357,0.61111
105358,0.55556
105359,0.625
105360,0.52778
105361,0.66667
105362,0.5
105363,0.69444
105364,0.73611
105365,0.52778
105366,0.58333
105367,0.55556
105368,0.51389
105369,0.30556
105370,0.5
105371,0.86111
105372,0.31944
105373,0.48611
105374,0.79167
105375,0.72222
105376,0.38889
105377,0.45833
105378,0.61111
105379,0.66667
105380,0.52778
105381,0.70833
105382,0.65278
105383,0.69444
105384,0.76389
105385,0.75
105386,0.65278
105387,0.69444
105388,0.79167
105389,0.77778
105390,0.88889
105391,0.76389
105392,0.81944
105393,0.48611
105394,0.38889
105395,0.75
105396,0.5
105397,0.68056
105398,0.47222
105399,0.63889
105400,0.54167
105401,0.22222
105402,0.45833
105403,0.34722
105404,0.5
105405,0.34722
105406,0.5
105407,0.80556
105408,0.33333
105409,0.43056
105410,0.68056
105411,0.51389
105412,0.86111
105413,0.5
105414,0.5
105415,0.30556
105416,0.22222
105417,0.18056
105418,0.33333
105419,0.69444
105420,0.54167
105421,0.69444
105422,0.68056
105423,0.5
105424,0.58333
105425,0.43056
105426,0.44444
105427,0.47222
105428,0.54167
105429,0.41667
105430,0.23611
105431,0.41667
105432,0.70833
105433,0.72222
105434,0.55556
105435,0.5
105436,0.5
105437,0.22222
105438,0.43056
105439,0.38889
105440,0.44444
105441,0.54167
105442,0.45833
105443,0.72222
105444,0.63889
105445,0.5
105446,0.61111
105447,0.5
105448,0.43056
105449,0.43056
105450,0.625
105451,0.33333
105452,0.5
105453,0.45833
105454,0.43056
105455,0.40278
105456,0.43056
105457,0.61111
105458,0.5
105459,0.55556
105460,0.58333
105461,0.22222
105462,0.5
105463,0.48611
105464,0.5
105465,0.66667
105466,0.55556
105467,0.31944
105468,0.5
105469,0.375
105470,0.33333
105471,0.30556
105472,0.5
105473,0.34722
105474,0.48611
105475,0.23611
105476,0.86111
105477,0.38889
105478,0.48611
105479,0.27778
105480,0.27778
105481,0.125
105482,0.72222
105483,0.25
105484,0.38889
105485,0.44444
105486,0.5
105487,0.625
105488,0.51389
105489,0.43056
105490,0.27778
105491,0.38889
105492,0.31944
105493,0.63889
105494,0.44444
105495,0.59722
105496,0.5
105497,0.56944
105498,0.40278
105499,0.5
105500,0.375
105501,0.5
105502,0.5
105503,0.55556
105504,0.5
105505,0.43056
105506,0.61111
105507,0.5
105508,0.5
105509,0.5
105510,0.40278
105511,0.22222
105512,0.27778
105513,0.23611
105514,0.5
105515,0.22222
105516,0.51389
105517,0.5
105518,0.56944
105519,0.38889
105520,0.58333
105521,0.38889
105522,0.38889
105523,0.5
105524,0.61111
105525,0.5
105526,0.59722
105527,0.51389
105528,0.34722
105529,0.70833
105530,0.63889
105531,0.48611
105532,0.26389
105533,0.5
105534,0.65278
105535,0.5
105536,0.5
105537,0.23611
105538,0.44444
105539,0.47222
105540,0.5
105541,0.48611
105542,0.44444
105543,0.44444
105544,0.5
105545,0.5
105546,0.47222
105547,0.48611
105548,0.36111
105549,0.38889
105550,0.36111
105551,0.38889
105552,0.38889
105553,0.20833
105554,0.22222
105555,0.5
105556,0.81944
105557,0.069444
105558,0.52778
105559,0.27778
105560,0.20833
105561,0.5
105562,0.44444
105563,0.34722
105564,0.84722
105565,0.5
105566,0.75
105567,0.58333
105568,0.69444
105569,0.22222
105570,0.47222
105571,0.76389
105572,0.54167
105573,0.43056
105574,0.30556
105575,0.47222
105576,0.45833
105577,0.56944
105578,0.55556
105579,0.36111
105580,0.61111
105581,0.875
105582,0.84722
105583,0.625
105584,0.58333
105585,0.52778
105586,0.48611
105587,0.65278
105588,0.65278
105589,0.47222
105590,0.41667
105591,0.51389
105592,0.44444
105593,0.45833
105594,0.61111
105595,0.20833
105596,0.70833
105597,0.5
105598,0.48611
105599,0.33333
105600,0.15278
105601,0.61111
105602,0.86111
105603,0.29167
105604,0.55556
105605,0.55556
105606,0.41667
105607,0.45833
105608,0.47222
105609,0.25
105610,0.47222
105611,0.69444
105612,0.52778
105613,0.44444
105614,0.29167
105615,0.72222
105616,0.15278
105617,0.83333
105618,0.27778
105619,0.5
105620,0.41667
105621,0.43056
105622,0.22222
105623,0.18056
105624,0.61111
105625,0.5
105626,0.5
105627,0.5
105628,0.52778
105629,0.58333
105630,0.33333
105631,0.27778
105632,0.097222
105633,0.23611
105634,0.45833
105635,0.5
105636,0.5
105637,0.5
105638,0.56944
105639,0.625
105640,0.45833
105641,0.44444
105642,0.5
105643,0.30556
105644,0.27778
105645,0.19444
105646,0.23611
105647,0.20833
105648,0.27778
105649,0.34722
105650,0.15278
105651,0.48611
105652,0.44444
105653,0.44444
105654,0.5
105655,0.5
105656,0.41667
105657,0.38889
105658,0.54167
105659,0.44444
105660,0.5
105661,0.5
105662,0.5
105663,0.22222
105664,0.27778
105665,0.44444
105666,0.48611
105667,0.58333
105668,0.5
105669,0.40278
105670,0.51389
105671,0.5
105672,0.55556
105673,0.54167
105674,0.43056
105675,0.51389
105676,0.52778
105677,0.69444
105678,0.68056
105679,0.5
105680,0.52778
105681,0.5
105682,0.16667
105683,0.58333
105684,0.58333
105685,0.43056
105686,0.72222
105687,0.5
105688,0.5
105689,0.54167
105690,0.5
105691,0.44444
105692,0.5
105693,0.48611
105694,0.5
105695,0.45833
105696,0.48611
105697,0.56944
105698,0.41667
105699,0.36111
105700,0.52778
105701,0.38889
105702,0.36111
105703,0.45833
105704,0.29167
105705,0.38889
105706,0.51389
105707,0.51389
105708,0.41667
105709,0.5
105710,0.38889
105711,0.33333
105712,0.47222
105713,0.45833
105714,0.38889
105715,0.34722
105716,0.34722
105717,0.55556
105718,0.375
105719,0.27778
105720,0.40278
105721,0.63889
105722,0.40278
105723,0.34722
105724,0.5
105725,0.5
105726,0.5
105727,0.625
105728,0.5
105729,0.36111
105730,0.33333
105731,0.43056
105732,0.56944
105733,0.51389
105734,0.5
105735,0.5
105736,0.27778
105737,0.29167
105738,0.5
105739,0.5
105740,0.73611
105741,0.43056
105742,0.19444
105743,0.43056
105744,0.29167
105745,0.23611
105746,0.44444
105747,0.375
105748,0.5
105749,0.59722
105750,0.65278
105751,0.66667
105752,0.5
105753,0.22222
105754,0.27778
105755,0.52778
105756,0.36111
105757,0.63889
105758,0.55556
105759,0.61111
105760,0.66667
105761,0.22222
105762,0.40278
105763,0.19444
105764,0.47222
105765,0.41667
105766,0.38889
105767,0.22222
105768,0.25
105769,0.27778
105770,0.44444
105771,0.38889
105772,0.34722
105773,0.41667
105774,0.41667
105775,0.41667
105776,0.43056
105777,0.44444
105778,0.73611
105779,0.56944
105780,0.5
105781,0.63889
105782,0.375
105783,0.27778
105784,0.069444
105785,0.43056
105786,0.80556
105787,0.36111
105788,0.083333
105789,0.38889
105790,0.27778
105791,0.5
105792,0.48611
105793,0.5
105794,0.5
105795,0.47222
105796,0.5
105797,0.55556
105798,0.5
105799,0.375
105800,0.41667
105801,0.41667
105802,0.44444
105803,0.5
105804,0.43056
105805,0.23611
105806,0.18056
105807,0.27778
105808,0.31944
105809,0.33333
105810,0.22222
105811,0.125
105812,0.5
105813,0.5
105814,0.33333
105815,0.54167
105816,0.18056
105817,0.38889
105818,0.40278
105819,0.38889
105820,0.16667
105821,0.19444
105822,0.27778
105823,0.44444
105824,0.15278
105825,0.41667
105826,0.18056
105827,0.26389
105828,0.27778
105829,0.5
105830,0.29167
105831,0.30556
105832,0.36111
105833,0.26389
105834,0.48611
105835,0.27778
105836,0.36111
105837,0.38889
105838,0.44444
105839,0.19444
105840,0.19444
105841,0.19444
105842,0.27778
105843,0.23611
105844,0.5
105845,0.375
105846,0.41667
105847,0.29167
105848,0.31944
105849,0.45833
105850,0.47222
105851,0.68056
105852,0.56944
105853,0.23611
105854,0.22222
105855,0.44444
105856,0.44444
105857,0.38889
105858,0.36111
105859,0.20833
105860,0.22222
105861,0.40278
105862,0.26389
105863,0.31944
105864,0.40278
105865,0.27778
105866,0.40278
105867,0.5
105868,0.5
105869,0.34722
105870,0.66667
105871,0.51389
105872,0.51389
105873,0.25
105874,0.44444
105875,0.16667
105876,0.11111
105877,0.33333
105878,0.36111
105879,0.22222
105880,0.19444
105881,0.069444
105882,0.069444
105883,0.069444
105884,0.29167
105885,0.48611
105886,0.23611
105887,0.27778
105888,0.25
105889,0.33333
105890,0.31944
105891,0.5
105892,0.26389
105893,0.48611
105894,0.20833
105895,0.375
105896,0.29167
105897,0.61111
105898,0.30556
105899,0.38889
105900,0.34722
105901,0.5
105902,0.61111
105903,0.59722
105904,0.61111
105905,0.44444
105906,0.58333
105907,0.63889
105908,0.70833
105909,0.65278
105910,0.5
105911,0.51389
105912,0.69444
105913,0.69444
105914,0.51389
105915,0.68056
105916,0.38889
105917,0.61111
105918,0.45833
105919,0.5
105920,0.61458
105921,0.56944
105922,0.5
105923,0.56944
105924,0.51389
105925,0.56944
105926,0.58333
105927,0.5
105928,0.36111
105929,0.47222
105930,0.51389
105931,0.44444
105932,0.47222
105933,0.44444
105934,0.44444
105935,0.36111
105936,0.58333
105937,0.5
105938,0.5
105939,0.51389
105940,0.58333
105941,0.5
105942,0.66667
105943,0.80556
105944,0.5
105945,0.52778
105946,0.56944
105947,0.79167
105948,0.69444
105949,0.65278
105950,0.61111
105951,0.61111
105952,0.58333
105953,0.59722
105954,0.47222
105955,0.55556
105956,0.73611
105957,0.72222
105958,0.65278
105959,0.73611
105960,0.68056
105961,0.52778
105962,0.58333
105963,0.75
105964,0.73611
105965,0.5
105966,0.65278
105967,0.61111
105968,0.38889
105969,0.38889
105970,0.75
105971,0.63889
105972,0.625
105973,0.59722
105974,0.58333
105975,0.69444
105976,0.59722
105977,0.51389
105978,0.41667
105979,0.63889
105980,0.72222
105981,0.61111
105982,0.44444
105983,0.33333
105984,0.51389
105985,0.38889
105986,0.59722
105987,0.48611
105988,0.63889
105989,0.625
105990,0.61111
105991,0.51389
105992,0.5
105993,0.72222
105994,0.68056
105995,0.83333
105996,0.58333
105997,0.83333
105998,0.80556
105999,0.83333
106000,0.40278
106001,0.48611
106002,0.70833
106003,0.52778
106004,0.41667
106005,0.58333
106006,0.5
106007,0.38889
106008,0.44444
106009,0.55556
106010,0.63889
106011,0.72222
106012,0.34722
106013,0.54167
106014,0.51389
106015,0.55556
106016,0.48611
106017,0.33333
106018,0.58333
106019,0.72222
106020,0.5
106021,0.44444
106022,0.55556
106023,0.40278
106024,0.5
106025,0.61111
106026,0.63889
106027,0.58333
106028,0.56944
106029,0.36111
106030,0.44444
106031,0.34722
106032,0.58333
106033,0.69444
106034,0.63889
106035,0.5
106036,0.80556
106037,0.36111
106038,0.51389
106039,0.45833
106040,0.5
106041,0.73611
106042,0.61111
106043,0.5
106044,0.58333
106045,0.52778
106046,0.66667
106047,0.77778
106048,0.5
106049,0.5
106050,0.5
106051,0.48611
106052,0.5
106053,0.48611
106054,0.5
106055,0.44444
106056,0.45833
106057,0.40278
106058,0.81944
106059,0.73611
106060,0.875
106061,0.81944
106062,0.58333
106063,0.77778
106064,0.61111
106065,0.54167
106066,0.5
106067,0.055556
106068,0.81944
106069,0.73611
106070,0.375
106071,0.55556
106072,0.38889
106073,0.61111
106074,0.76389
106075,0.76389
106076,0.80556
106077,0.83333
106078,0.73611
106079,0.91667
106080,0.73611
106081,0.84722
106082,0.86111
106083,0.73611
106084,0.55556
106085,0.93056
106086,0.91667
106087,0.69444
106088,0.72222
106089,0.79167
106090,0.45833
106091,0.63889
106092,0.75
106093,0.55556
106094,0.61111
106095,0.72222
106096,0.19444
106097,0.26389
106098,0.38889
106099,0.5
106100,0.26389
106101,0.41667
106102,0.47222
106103,0.027778
106104,0.083333
106105,0.25
106106,0.27778
106107,0.27778
106108,0.19444
106109,0.27778
106110,0.34722
106111,0.36111
106112,0.15278
106113,0.77778
106114,0.59722
106115,0.5
106116,0.61111
106117,0.56944
106118,0.55556
106119,0.38889
106120,0.61111
106121,0.23611
106122,0.22222
106123,0.5
106124,0.66667
106125,0.5
106126,0.45833
106127,0.61111
106128,0.68056
106129,0.80556
106130,0.61111
106131,0.72222
106132,0.5
106133,0.65278
106134,0.5
106135,0.59722
106136,0.66667
106137,0.5
106138,0.5
106139,0.66667
106140,0.83333
106141,0.81944
106142,0.36111
106143,0.15278
106144,0.16667
106145,0.27778
106146,0.27778
106147,0.20833
106148,0.26389
106149,0.33333
106150,0.20833
106151,0.25
106152,0.19444
106153,0.22222
106154,0.30556
106155,0.27778
106156,0.33333
106157,0.5
106158,0.25
106159,0.375
106160,0.31944
106161,0.34722
106162,0.40278
106163,0.5
106164,0.36111
106165,0.47222
106166,0.43056
106167,0.51389
106168,0.5
106169,0.52778
106170,0.5
106171,0.38889
106172,0.5
106173,0.16667
106174,0.13889
106175,0.5
106176,0.5
106177,0.48611
106178,0.68056
106179,0.80556
106180,0.5
106181,0.5
106182,0.45833
106183,0.5
106184,0.61111
106185,0.5
106186,0.5
106187,0.55556
106188,0.61111
106189,0.5
106190,0.33333
106191,0.18056
106192,0.375
106193,0.36111
106194,0.20833
106195,0.16667
106196,0.11111
106197,0.15278
106198,0.55556
106199,0.5
106200,0.5
106201,0.55556
106202,0.48611
106203,0.5
106204,0.38889
106205,0.16667
106206,0.48611
106207,0.55556
106208,0.44444
106209,0.5
106210,0.52778
106211,0.45833
106212,0.40278
106213,0.55556
106214,0.51389
106215,0.55556
106216,0.15278
106217,0.45833
106218,0.5
106219,0.5
106220,0.59722
106221,0.5
106222,0.41667
106223,0.31944
106224,0.51389
106225,0.56944
106226,0.43056
106227,0.5
106228,0.61111
106229,0.45833
106230,0.40278
106231,0.5
106232,0.5
106233,0.29167
106234,0.30556
106235,0.58333
106236,0.68056
106237,0.56944
106238,0.75
106239,0.31944
106240,0.19444
106241,0.5
106242,0.5
106243,0.5
106244,0.55556
106245,0.61111
106246,0.31944
106247,0.5
106248,0.5
106249,0.47222
106250,0.40278
106251,0.86111
106252,0.51389
106253,0.5
106254,0.47222
106255,0.30556
106256,0.5
106257,0.19444
106258,0.34722
106259,0.38889
106260,0.5
106261,0.18056
106262,0.75
106263,0.5
106264,0.55556
106265,0.5
106266,0.76389
106267,0.44444
106268,0.41667
106269,0.61111
106270,0.5
106271,0.48611
106272,0.66667
106273,0.54167
106274,0.59722
106275,0.61111
106276,0.44444
106277,0.5
106278,0.47222
106279,0.88889
106280,0.44444
106281,0.13889
106282,0.48611
106283,0.44444
106284,0.29167
106285,0.27778
106286,0.38889
106287,0.40278
106288,0.43056
106289,0.52778
106290,0.22222
106291,0.26389
106292,0.38889
106293,0.30556
106294,0.25
106295,0.375
106296,0.055556
106297,0.43056
106298,0.51389
106299,0.18056
106300,0.013889
106301,0.125
106302,0.38889
106303,0.20833
106304,0.5
106305,0.19444
106306,0.54167
106307,0.19444
106308,0.38889
106309,0.31944
106310,0.23611
106311,0.44444
106312,0.30556
106313,0.30556
106314,0.25
106315,0.15278
106316,0.25
106317,0.22222
106318,0.51389
106319,0.66667
106320,0.34722
106321,0.375
106322,0.45833
106323,0.44444
106324,0.41667
106325,0.27778
106326,0.48611
106327,0.40278
106328,0.44444
106329,0.375
106330,0.5
106331,0.33333
106332,0.5
106333,0.44444
106334,0.38889
106335,0.44444
106336,0.30556
106337,0.23611
106338,0.22222
106339,0.43056
106340,0.5
106341,0.41667
106342,0.5
106343,0.5
106344,0.41667
106345,0.44444
106346,0.44444
106347,0.38889
106348,0.38889
106349,0.47222
106350,0.38889
106351,0.52778
106352,0.55556
106353,0.5
106354,0.5
106355,0.5
106356,0.5
106357,0.54167
106358,0.31944
106359,0.36111
106360,0.47222
106361,0.34722
106362,0.51389
106363,0.36111
106364,0.5
106365,0.34722
106366,0.44444
106367,0.59722
106368,0.72222
106369,0.43056
106370,0.63889
106371,0.45833
106372,0.61111
106373,0.59722
106374,0.5
106375,0.375
106376,0.29167
106377,0.58333
106378,0.66667
106379,0.47222
106380,0.51389
106381,0.33333
106382,0.5
106383,0.41667
106384,0.45833
106385,0.5
106386,0.58333
106387,0.5
106388,0.5
106389,0.51389
106390,0.47222
106391,0.43056
106392,0.54167
106393,0.5
106394,0.31944
106395,0.5
106396,0.5
106397,0.51389
106398,0.38889
106399,0.29167
106400,0.5
106401,0.27778
106402,0.5
106403,0.375
106404,0.23611
106405,0.16667
106406,0.055556
106407,0.38889
106408,0.5
106409,0.5
106410,0.5
106411,0.38889
106412,0.25
106413,0.5
106414,0.45833
106415,0.51389
106416,0.5
106417,0.36111
106418,0.58333
106419,0.69444
106420,0.68056
106421,0.77778
106422,0.013889
106423,0.43056
106424,0.5
106425,0.5
106426,0.47222
106427,0.5
106428,0.40278
106429,0.5
106430,0.5
106431,0.5
106432,0.5
106433,0.40278
106434,0.47222
106435,0.16667
106436,0.15278
106437,0.25
106438,0.15278
106439,0.27778
106440,0.29167
106441,0.11111
106442,0.26389
106443,0.13889
106444,0.11111
106445,0.18056
106446,0.33333
106447,0.19444
106448,0.375
106449,0.055556
106450,0.19444
106451,0.16667
106452,0.25
106453,0.097222
106454,0.18056
106455,0.20833
106456,0.13889
106457,0.31944
106458,0.26389
106459,0.27778
106460,0.16667
106461,0.20833
106462,0.16667
106463,0.22222
106464,0.33333
106465,0.22222
106466,0.19444
106467,0.18056
106468,0.30556
106469,0.40278
106470,0.16667
106471,0.31944
106472,0.38889
106473,0.22222
106474,0.31944
106475,0.22222
106476,0.36111
106477,0.19444
106478,0.33333
106479,0.36111
106480,0.36111
106481,0.33333
106482,0.41667
106483,0.36111
106484,0.25
106485,0.26389
106486,0.34722
106487,0.31944
106488,0.29167
106489,0.26389
106490,0.31944
106491,0.18056
106492,0.19444
106493,0.23611
106494,0.33333
106495,0.15278
106496,0.25
106497,0.26389
106498,0.41667
106499,0.51389
106500,0.70833
106501,0.36111
106502,0.26389
106503,0.22222
106504,0.19444
106505,0.16667
106506,0.16667
106507,0.61111
106508,0.58333
106509,0.25
106510,0.15278
106511,0.16667
106512,0.069444
106513,0.125
106514,0.055556
106515,0.069444
106516,0.72222
106517,0.097222
106518,0.26389
106519,0.16667
106520,0.34722
106521,0.16667
106522,0.125
106523,0.5
106524,0.31944
106525,0.38889
106526,0.19444
106527,0.23611
106528,0.25
106529,0.43056
106530,0.23611
106531,0.20833
106532,0.18056
106533,0.25
106534,0.19444
106535,0.38889
106536,0.20833
106537,0.20833
106538,0.58333
106539,0.27778
106540,0.22222
106541,0.25
106542,0.15278
106543,0.33333
106544,0.20833
106545,0.33333
106546,0.27778
106547,0.083333
106548,0.20833
106549,0.38889
106550,0.31944
106551,0.29167
106552,0.38889
106553,0.45833
106554,0.5
106555,0.20833
106556,0.22222
106557,0.36111
106558,0.055556
106559,0.27778
106560,0.34722
106561,0.041667
106562,0.26389
106563,0.38889
106564,0.34722
106565,0.38889
106566,0.45833
106567,0.25
106568,0.55556
106569,0.68056
106570,0.5
106571,0.25
106572,0.44444
106573,0.48611
106574,0.43056
106575,0.5
106576,0.34722
106577,0.25
106578,0.29167
106579,0.18056
106580,0.45833
106581,0.45833
106582,0.70833
106583,0.59722
106584,0.54167
106585,0.61111
106586,0.55556
106587,0.48611
106588,0.48611
106589,0.51389
106590,0.5
106591,0.5
106592,0.5
106593,0.61111
106594,0.51389
106595,0.5
106596,0.79167
106597,0.55556
106598,0.44444
106599,0.41667
106600,0.5
106601,0.51389
106602,0.5
106603,0.66667
106604,0.79167
106605,0.5
106606,0.5
106607,0.56944
106608,0.5
106609,0.48611
106610,0.5
106611,0.5
106612,0.52778
106613,0.5
106614,0.51389
106615,0.38889
106616,0.5
106617,0.36111
106618,0.5
106619,0.5
106620,0.43056
106621,0.5
106622,0.47222
106623,0.5
106624,0.15278
106625,0.5
106626,0.44444
106627,0.34722
106628,0.29167
106629,0.55556
106630,0.38889
106631,0.56944
106632,0.54167
106633,0.47222
106634,0.5
106635,0.55556
106636,0.51389
106637,0.66667
106638,0.5
106639,0.63889
106640,0.5
106641,0.56944
106642,0.58333
106643,0.63889
106644,0.5
106645,0.48611
106646,0.73611
106647,0.5
106648,0.5
106649,0.66667
106650,0.22222
106651,0.18056
106652,0.25
106653,0.25
106654,0.34722
106655,0.5
106656,0.30556
106657,0.40278
106658,0.13889
106659,0.36111
106660,0.33333
106661,0.59722
106662,0.625
106663,0.29167
106664,0.375
106665,0.81944
106666,0.34722
106667,0.75
106668,0.63889
106669,0.72222
106670,0.80556
106671,0.5
106672,0.5
106673,0.66667
106674,0.63889
106675,0.51389
106676,0.61111
106677,0.5
106678,0.70833
106679,0.51389
106680,0.30556
106681,0.36111
106682,0.25
106683,0.36111
106684,0.27778
106685,0.5
106686,0.44444
106687,0.30556
106688,0.40278
